Name	p-value
tetradecanoylcarnitine[m]	0.40603
tetradecenoylcarnitine(7)[m]	0.40603
tetradecenoylcarnitine(9)[m]	0.40603
tridecanoylcarnitine[m]	0.40603
cholesterol-STAR[c]	0.40622
STAR[c]	0.40622
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-degradation-product-4[l]	0.40728
6-pyruvoyltetrahydropterin[c]	0.4084
6-pyruvoyltetrahydropterin[n]	0.4084
11-carboxy-gamma-tocotrienol[m]	0.40992
5-carboxy-gamma-chromanol[m]	0.40992
7-carboxy-alpha-tocotrienol[m]	0.40992
9-carboxy-alpha-tocotrienol[m]	0.40992
20-COOH-LTB4[r]	0.41002
20-COOH-LTE4[p]	0.41002
propanoyl-CoA[c]	0.41002
(R)-4-phosphopantothenoyl-cysteine[m]	0.41074
4-trimethylammoniobutanal[c]	0.41236
1-acylglycerol-LD-PC-pool[c]	0.41404
1-acylglycerol-LD-PE-pool[c]	0.41404
1-acylglycerol-LD-PI-pool[c]	0.41404
1-acylglycerol-LD-PS-pool[c]	0.41404
1-acylglycerol-LD-SM-pool[c]	0.41404
1-acylglycerol-LD-TG1-pool[c]	0.41404
1-alkyl-2-lysoglycerol-3-phosphocholine[s]	0.41536
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[s]	0.41536
1-Myristoylglycerophosphocholine[s]	0.41536
1-Oleoylglycerophosphocholine-(Delta-9)[s]	0.41536
1-Palmitoleoylglycerophosphocholine-(Delta-9)[s]	0.41536
1-Palmitoylglycerophosphocholine[s]	0.41536
1-Stearoylglycerophosphocholine[s]	0.41536
2-Linoleoylglycerophosphocholine[s]	0.41536
2-Oleoylglycerophosphocholine[s]	0.41536
2-Stearoylglycerophosphocholine[s]	0.41536
1-Pentadecanoylglycerophosphocholine,-Sn1-Lpc-(15:0)[s]	0.41536
1-Arachidonoyl-Glycero-3-Phosphocholine[s]	0.41536
1-Octadeca-Trienoylglycerophosphocholine,-Sn1-Lpc-(18:3,-Delta-9,-12,-15)[s]	0.41536
1-Octadeca-Trienoylglycerophosphocholine,-Sn1-Lpc-(18:3,-Delta-6,-9,-12)[s]	0.41536
1-Nonadecanoylglycerophosphocholine,-Sn1-Lpc-(19:0)[s]	0.41536
1-Eicosenoylglycerophosphocholine-(Delta-11)-,Sn1-Lpc-(20:1)[s]	0.41536
1-Eicosatetraenoylglycerophosphocholine-(Delta-8,-11,-14,-17),-Sn1-Lpc-(20:4)[s]	0.41536
1-Eicosapentenoylglycerophosphocholine-(Delta-5,-8,-11,-14,-17),-Sn1-Lpc-(20:5)[s]	0.41536
1-Docosatetraenoylglycerophosphocholine-(Delta-7,-10,-13,-16),-Sn1-Lpc-(22:4)[s]	0.41536
1-Docosapentenoylglycerophosphocholine-(Delta-7,-10,-13,-16,-19),-Sn1-Lpc-(22:5)-W3[s]	0.41536
1-Docosapentenoylglycerophosphocholine-(Delta-4,-7,-10,-13,-16),-Sn1-Lpc-(22:5)-W6[s]	0.41536
1-Docosahexenoylglycerophosphocholine-(Delta-4,-7,-10,-13,-16,-19),-Sn1-Lpc-(22:6)[s]	0.41536
1-Dihomo-Linolenoylglycerophosphocholine-(20:3,-Delta-8,-11,-14),-Lysopc-A-C20:3[s]	0.41536
1-Lignocericylglycerophosphocholine-(24:0),-Lysopc-A-C24[s]	0.41536
1-Docosahexaenoylglycerophosphocholine[s]	0.41536
1-Eicosadienoylglycerophosphocholine-(Delta-11,14)[s]	0.41536
1-Eicosatrienoylglycerophosphocholine-(Delta-11,-14,-17)[s]	0.41536
1-Heptadecanoylglycerophosphocholine[s]	0.41536
1-Linoleoylglycerophosphocholine-(Delta-9,12)[s]	0.41536
1-Myristoylglycerophosphocholine[c]	0.41536
1-Oleoylglycerophosphocholine-(Delta-9)[c]	0.41536
1-Palmitoleoylglycerophosphocholine-(Delta-9)[c]	0.41536
1-Palmitoylglycerophosphocholine[c]	0.41536
1-Stearoylglycerophosphocholine[c]	0.41536
2-Linoleoylglycerophosphocholine[c]	0.41536
2-Oleoylglycerophosphocholine[c]	0.41536
2-Stearoylglycerophosphocholine[c]	0.41536
1-Pentadecanoylglycerophosphocholine,-Sn1-Lpc-(15:0)[c]	0.41536
1-Arachidonoyl-Glycero-3-Phosphocholine[c]	0.41536
1-Octadeca-Trienoylglycerophosphocholine,-Sn1-Lpc-(18:3,-Delta-9,-12,-15)[c]	0.41536
1-Octadeca-Trienoylglycerophosphocholine,-Sn1-Lpc-(18:3,-Delta-6,-9,-12)[c]	0.41536
1-Nonadecanoylglycerophosphocholine,-Sn1-Lpc-(19:0)[c]	0.41536
1-Eicosenoylglycerophosphocholine-(Delta-11)-,Sn1-Lpc-(20:1)[c]	0.41536
1-Eicosatetraenoylglycerophosphocholine-(Delta-8,-11,-14,-17),-Sn1-Lpc-(20:4)[c]	0.41536
1-Eicosapentenoylglycerophosphocholine-(Delta-5,-8,-11,-14,-17),-Sn1-Lpc-(20:5)[c]	0.41536
1-Docosatetraenoylglycerophosphocholine-(Delta-7,-10,-13,-16),-Sn1-Lpc-(22:4)[c]	0.41536
1-Docosapentenoylglycerophosphocholine-(Delta-7,-10,-13,-16,-19),-Sn1-Lpc-(22:5)-W3[c]	0.41536
1-Docosapentenoylglycerophosphocholine-(Delta-4,-7,-10,-13,-16),-Sn1-Lpc-(22:5)-W6[c]	0.41536
1-Docosahexenoylglycerophosphocholine-(Delta-4,-7,-10,-13,-16,-19),-Sn1-Lpc-(22:6)[c]	0.41536
1-Dihomo-Linolenoylglycerophosphocholine-(20:3,-Delta-8,-11,-14),-Lysopc-A-C20:3[c]	0.41536
1-Lignocericylglycerophosphocholine-(24:0),-Lysopc-A-C24[c]	0.41536
1-Docosahexaenoylglycerophosphocholine[c]	0.41536
1-Eicosadienoylglycerophosphocholine-(Delta-11,14)[c]	0.41536
1-Eicosatrienoylglycerophosphocholine-(Delta-11,-14,-17)[c]	0.41536
1-Heptadecanoylglycerophosphocholine[c]	0.41536
1-Linoleoylglycerophosphocholine-(Delta-9,12)[c]	0.41536
proline[c]	0.41547
heparan-sulfate,-degradation-product-15[l]	0.41564
heparan-sulfate,-degradation-product-21[l]	0.41564
cis-vaccenoyl-CoA[c]	0.41588
heptadecanoyl-CoA[c]	0.41588
6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m]	0.41749
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n]	0.4187
5-pp-inspP5[n]	0.4187
myo-inositol-hexakisphosphate[n]	0.4187
10-HETE[c]	0.41878
11,12,15-THETA[c]	0.41878
11,14,15-THETA[c]	0.41878
11-HETE[c]	0.41878
13-HETE[c]	0.41878
14,15-EET[r]	0.41878
15H-11,12-EETA[c]	0.41878
16(R)-HETE[c]	0.41878
16alpha-hydroxyestrone[c]	0.41878
16alpha-hydroxyestrone[r]	0.41878
17-HETE[c]	0.41878
18-HETE[c]	0.41878
18-hydroxy-all-trans-retinoate[c]	0.41878
18-hydroxy-all-trans-retinoate[r]	0.41878
19(S)-HETE[c]	0.41878
19-hydroxytestosterone[r]	0.41878
2-hydroxyestradiol-17beta[r]	0.41878
5,6-EET[r]	0.41878
5-oxo-(6E)-12-epi-LTB4[r]	0.41878
5-oxo-6-trans-LTB4[r]	0.41878
6,7-dihydro-5-oxo-12-epi-LTB4[m]	0.41878
6,7-dihydro-5-oxo-12-epi-LTB4[p]	0.41878
6,7-dihydro-5-oxo-12-epi-LTB4[r]	0.41878
6,7-dihydro-LTB4[c]	0.41878
6,7-dihydro-LTB4[m]	0.41878
6,7-dihydro-LTB4[p]	0.41878
6,7-dihydro-LTB4[r]	0.41878
7-HETE[c]	0.41878
8,9-EET[r]	0.41878
8-HETE[c]	0.41878
9-HETE[c]	0.41878
7-Tetradecenoyl-Coenzyme-A[m]	0.41942
Trans5,8Tetradecadienoyl-Coenzyme-A[m]	0.41942
pentanoyl-CoA[m]	0.41952
glucose-6-phosphate[c]	0.42035
formaldehyde[c]	0.42047
acyl-CoA-pool[c]	0.42059
lauroyl-CoA[c]	0.42274
leucine[c]	0.42349
Trans-2-Cis-8-Tetradecadienoyl-Coenzyme-A[m]	0.4256
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[m]	0.42727
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[m]	0.42727
L-octanoylcarnitine[p]	0.43009
L-iduronic-acid[c]	0.43025
Na+[p]	0.43032
taurine[p]	0.43032
L-alanyl-tRNA(ala)[c]	0.43245
tRNA(ala)[c]	0.43245
deoxyadenosine[s]	0.43353
deoxyinosine[s]	0.43353
[protein]-L-asparagine[l]	0.43541
n2m2nmasn[l]	0.43541
[protein]-L-citrulline[c]	0.43579
D-myo-inositol-1,4,5-trisphosphate[n]	0.43594
LacCer-pool[g]	0.43612
cAMP[s]	0.43641
cGMP[s]	0.43641
prostaglandin-E1[s]	0.43641
beta-D-glucose-6-phosphate[c]	0.43678
(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol[c]	0.43946
1,1-dichloroethylene[c]	0.43946
1-nitronaphthalene[c]	0.43946
4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone[c]	0.43946
7,12-dimethylbenz[a]anthracene[c]	0.43946
7-hydroxymethyl-12-methylbenz[a]anthracene[c]	0.43946
9-hydroxybenzo[a]pyrene[c]	0.43946
9-hydroxybenzo[a]pyrene-4,5-oxide[c]	0.43946
aflatoxin-B1[c]	0.43946
aflatoxin-M1[c]	0.43946
aflatoxin-M1-8,9-epoxide[c]	0.43946
aflatoxin-Q1[c]	0.43946
benzo[a]pyrene[c]	0.43946
benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide[c]	0.43946
benzo[a]pyrene-9,10-oxide[c]	0.43946
bromobenzene[c]	0.43946
chloral[c]	0.43946
naphthalene[c]	0.43946
TAG-epoxide[c]	0.43946
trichloroacetate[c]	0.43946
phosphocholine[l]	0.43956
SM-pool[l]	0.43956
sphingosylphosphorylcholine[c]	0.43956
dATP[c]	0.4412
fructose[c]	0.44226
(S)-3-hydroxy-2-methylbutyryl-CoA[m]	0.44402
histidine[l]	0.44478
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c]	0.44479
4alpha-hydroxytetrahydrobiopterin[c]	0.4454
4alpha-hydroxytetrahydrobiopterin[n]	0.4454
quinonoid-dihydrobiopterin[n]	0.4454
1-acylglycerol-chylomicron-pool[s]	0.44562
vitamin-D3[c]	0.44587
(11Z)-docosenoyl-CoA[m]	0.44599
(11Z,14Z)-eicosadienoyl-CoA[m]	0.44599
(11Z,14Z,17Z)-eicosatrienoyl-CoA[m]	0.44599
(13Z)-octadecenoyl-CoA[m]	0.44599
(13Z,16Z)-docosadienoyl-CoA[m]	0.44599
(5Z,8Z,11Z)-eicosatrienoyl-CoA[m]	0.44599
(7Z)-octadecenoyl-CoA[m]	0.44599
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[m]	0.44599
(8Z,11Z)-eicosadienoyl-CoA[m]	0.44599
(9E)-octadecenoyl-CoA[m]	0.44599
(9E)-tetradecenoyl-CoA[m]	0.44599
10,13,16,19-docosatetraenoyl-CoA[m]	0.44599
10,13,16-docosatrienoyl-CoA[m]	0.44599
13,16,19-docosatrienoyl-CoA[m]	0.44599
9-eicosenoyl-CoA[m]	0.44599
ribose-5-phosphate[r]	0.44625
1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c]	0.44684
4-methyl-pentanoyl-CoA[m]	0.44742
fn2m2masn[g]	0.45066
9-O-acetylated-GD3[g]	0.45097
CoA[g]	0.45097
triiodothyronine[c]	0.45333
G10596[r]	0.45646
PA6[g]	0.45826
14-demethyllanosterol[r]	0.45927
deoxyguanosine[m]	0.4607
1-radyl-2-acyl-sn-glycero-3-phosphocholine[c]	0.46213
dUTP[n]	0.4625
3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA[r]	0.46345
3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA[r]	0.46345
3-oxoeicosa-cis,cis-11,14-dienoyl-CoA[r]	0.46345
3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA[r]	0.46345
3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA[r]	0.46345
3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA[r]	0.46345
3-oxo-11-cis-eicosenoyl-CoA[r]	0.46345
3-oxo-13cis-docosenoyl-CoA[r]	0.46345
3-oxo-cis-15-tetracosaenoyl-CoA[r]	0.46345
3-Oxo-Cis-9-Octadecenoyl-Coenzyme-A[r]	0.46345
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c]	0.46456
UDP[l]	0.46494
UDP-N-acetyl-D-galactosamine[l]	0.46494
3-Oxo-Cis-8-Tetradecenoyl-Coenzyme-A[m]	0.46651
arachidonyl-CoA[p]	0.46752
pantothenate[c]	0.4678
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c]	0.46845
2-oxo-3-methylvalerate[c]	0.46847
3-methyl-2-oxobutyrate[c]	0.46847
3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[p]	0.46866
3-phosphoadenylylselenate[c]	0.46908
selenate[c]	0.46908
3-O-methyldopa[c]	0.4693
erythrose-4-phosphate[c]	0.47025
chondroitin-sulfate-C-(GalNAc6S-GlcA)-and-D-(GlcNAc6S-GlcA2S),-precursor-1[g]	0.4708
(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[m]	0.47163
nicotinamide[c]	0.47191
orotate[c]	0.47195
3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA[p]	0.47251
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[p]	0.47251
valine[c]	0.47282
L-methionyl-tRNA(met)[c]	0.47361
tRNA(met)[c]	0.47361
2-hydroxyestrone[r]	0.47405
4-hydroxy-17beta-estradiol[c]	0.47405
4-hydroxyestrone[c]	0.47405
CDP-ethanolamine[c]	0.47413
4-aminobutyrate[m]	0.47759
Undecanoyl-Coenzyme-A[m]	0.4818
5-Dodecenoyl-Coenzyme-A[m]	0.4818
4,7,10,13-Hexadecatetraenoyl-Coenzyme-A[m]	0.4818
propane-1,2-diol[c]	0.48536
UTP[c]	0.48556
(3Z)-dodecenoyl-CoA[m]	0.48897
(5Z)-dodecenoyl-CoA[m]	0.48897
cis,cis-3,6-dodecadienoyl-CoA[m]	0.48897
L-octanoylcarnitine[m]	0.49259
Adipoyl-Carnitine[p]	0.49259
Sebacoyl-Carnitine[p]	0.49259
Succinyl-Carnitine[p]	0.49259
O-butanoylcarnitine[p]	0.49259
Hexanoyl-Carnitine[p]	0.49259
Dodecanedioyl-Carnitine[p]	0.49259
Suberyl-Carnitine[p]	0.49259
UMP[g]	0.4941
m3gacpail-heparan-sulfate[r]	0.49441
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[c]	0.49492
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[r]	0.49492
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-precursor-5a[g]	0.49587
porphobilinogen[c]	0.49655
quinolinate[c]	0.49674
N-methylsalsolinol[c]	0.49907
hyaluronate[s]	0.50096
formate[r]	0.50209
Ca2+[c]	0.50253
Ca2+[s]	0.50253
biotin[s]	0.50267
O-propanoylcarnitine[m]	0.50295
(2E)-hexadecenoyl-CoA[c]	0.50354
sphingosine[s]	0.5061
UMP[r]	0.50617
hydracrylate[m]	0.50714
chondroitin-sulfate-precursor-(GalNAc-GlcA-(Gal)2-Xyl-L-Ser-(protein))[g]	0.50801
L-carnitine[c]	0.50803
globoside[c]	0.5099
tetrahydrobiopterin[c]	0.51015
5-L-gamma-glutamyl[s]	0.51061
gamma-glutamyl-3-aminopropiononitrile[s]	0.51061
gamma-glutamyl-beta-cyanoalanine[s]	0.51061
glutamate[r]	0.51061
leukotriene-C4[r]	0.51061
leukotriene-C5[c]	0.51061
leukotriene-D5[c]	0.51061
LTD4[c]	0.51061
LTD4[r]	0.51061
LTD4[s]	0.51061
G00020[g]	0.51457
n3m2masn[g]	0.51457
H2O[p]	0.51469
Tn-antigen[g]	0.51676
PE-LD-pool[r]	0.51702
2-trans-4-cis-decadienoyl-CoA[m]	0.51742
CDP-diacylglycerol-LD-PI-pool[c]	0.51743
core-2[g]	0.51801
arginine[s]	0.51835
lysine[s]	0.51835
formyl-CoA[p]	0.51875
3(S)-2-Hydroxyphytanoyl-Coenzyme-A[p]	0.51875
5-phosphoribosylformylglycinamidine[c]	0.51975
N-formyl-GAR[c]	0.51975
acetaldehyde[c]	0.52081
keratan-sulfate-I-biosynthesis,-precursor-1[g]	0.52099
argininosuccinate[c]	0.52114
3,7-Decadienoyl-Coenzyme-A[p]	0.5213
3,7,10-Hexadecatrienoyl-Coenzyme-A[p]	0.5213
3,7,10,13-Hexadecatetraenoyl-Coenzyme-A[p]	0.5213
3,7,10,13,16-Docosapentenoyl-Coenzyme-A[p]	0.5213
xylitol[c]	0.52143
adenylyl-sulfate[c]	0.52145
palmitoyl-CoA[p]	0.52297
UDP-glucuronate[r]	0.52421
histidine[c]	0.52441
acetyl-CoA[p]	0.5248
isocitrate[c]	0.5252
Glycylproline[c]	0.52615
L-Prolinylglycine[c]	0.52615
glucosamine-6-phosphate[c]	0.52622
ethanol[c]	0.52662
glucuronate[l]	0.52692
2-lysolecithin-pool[s]	0.52842
12(13)-EpOME[c]	0.52902
12(13)-EpOME[r]	0.52902
5,6-EET[c]	0.52902
8,9-EET[c]	0.52902
9(10)-EpOME[c]	0.52902
9(10)-EpOME[r]	0.52902
lactaldehyde[c]	0.52917
bilirubin[c]	0.53065
PAP[c]	0.53339
GM2[g]	0.5335
HCO3-[s]	0.53356
(4Z,7Z,10Z)-hexadecatrienoyl-CoA[m]	0.53382
cis,cis-palmito-7,10-dienoyl-CoA[m]	0.53382
GMP[c]	0.53465
beta-D-glucose[c]	0.53651
chenodeoxycholoyl-CoA[p]	0.53779
acetyl-CoA[r]	0.53785
isobutyryl-CoA[m]	0.53815
GD1a[c]	0.53833
stearoyl-CoA[m]	0.53852
CMP-N-acetylneuraminate[c]	0.54063
phytanic-acid[c]	0.54068
1D-myo-inositol-1,4-bisphosphate[c]	0.54254
keratan-sulfate-I-biosynthesis,-precursor-11[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-14[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-17[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-20[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-23[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-26[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-29[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-32[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-35[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-5[g]	0.5428
keratan-sulfate-I-biosynthesis,-precursor-8[g]	0.5428
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-6[g]	0.5428
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-9[g]	0.5428
keratan-sulfate-II-biosynthesis,-precursor-6[g]	0.5428
keratan-sulfate-II-biosynthesis,-precursor-9[g]	0.5428
L-glutamyl-tRNA(glu)[c]	0.54358
L-prolyl-tRNA(pro)[c]	0.54358
tRNA(glu)[c]	0.54358
tRNA(pro)[c]	0.54358
sarcosine[c]	0.54525
L-carnitine[m]	0.54526
glucosylceramide-pool[l]	0.54552
palmitoyl-CoA[c]	0.54629
SM-pool[c]	0.54638
ibuprofen-R[c]	0.54653
GMP[m]	0.54806
GQ1b[s]	0.54806
N-acetylneuraminate[s]	0.54806
GA1[s]	0.54806
Ganglioside-Gm1[s]	0.54806
GM1b[s]	0.54806
11-carboxy-alpha-chromanol[m]	0.549
11-carboxy-gamma-chromanol[m]	0.549
13-carboxy-alpha-tocotrienol[m]	0.549
3-carboxy-alpha-chromanol[m]	0.549
5,6-epoxy-(8Z)-tetradecenoic-acid[c]	0.549
7-carboxy-alpha-chromanol[m]	0.549
8,9-epoxy-(5Z)-tetradecenoic-acid[c]	0.549
gamma-carboxyethyl-hydroxychroman[m]	0.549
sulfite[m]	0.55069
inosine[s]	0.55183
L-arginyl-tRNA(arg)[c]	0.55239
tRNA(arg)[c]	0.55239
glycerate[m]	0.55245
chondroitin-sulfate-A-(GalNAc4S-GlcA)-and-B-(IdoA2S-GalNAc4S),-precursor-2[g]	0.55298
chondroitin-sulfate-C-(GalNAc6S-GlcA),-precursor-2[g]	0.55298
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S),-precursor-3[g]	0.55298
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-precursor-3[g]	0.55298
4,8-dimethylnonanoylcarnitine[p]	0.55433
3,6-Dodecadienoyl-Coenzyme-A[m]	0.55483
3,6,9-Dodecatrienoyl-Coenzyme-A[m]	0.55483
3,6,9,12-Octadecatetraenoyl-Coenzyme-A[m]	0.55483
2,6,9,12,15-Octadecapentenoyl-Coenzyme-A[m]	0.55483
3,6,9,12,15-Octadecapentenoyl-Coenzyme-A[m]	0.55483
2,7,10,13,16,19-Docosahexenoyl-Coenzyme-A[m]	0.55483
Trans3,6Dodecadienoyl-Coenzyme-A[m]	0.55483
retinoate[r]	0.55606
1D-myo-inositol-1,3,4,5-tetrakisphosphate[c]	0.55658
sphinganine[c]	0.55722
2-deoxy-D-ribose-1-phosphate[c]	0.55731
biotin[c]	0.55786
4-cis-decenoyl-CoA[m]	0.5579
cis,cis-myristo-5,8-dienoyl-CoA[m]	0.5579
CoA[c]	0.55864
1,2-diacylglycerol-LD-PI-pool[n]	0.56258
6,7-dihydro-5-oxo-12-epi-LTB4[c]	0.56263
(R)-4-phosphopantothenoyl-cysteine[c]	0.56332
heparan-sulfate,-degradation-product-18[l]	0.56526
acetyl-CoA[c]	0.56541
glycogenin[c]	0.56557
alanine[s]	0.56708
malonyl-carnitin[r]	0.56708
O-acetylcarnitine[m]	0.56708
O-propanoylcarnitine[p]	0.56708
(11Z)-eicosenoyl-CoA[m]	0.56772
(7Z)-tetradecenoyl-CoA[m]	0.56772
5-tetradecenoyl-CoA[m]	0.56772
7-hexadecenoyl-CoA[m]	0.56772
cis-vaccenoyl-CoA[m]	0.56772
nonadecanoyl-CoA[m]	0.56772
tridecanoyl-CoA[m]	0.56772
dTMP[c]	0.56794
cysteine[s]	0.56844
L-formylkynurenine[c]	0.56857
phenylpyruvate[c]	0.56879
10-formyl-THF[m]	0.56923
10-formyl-THF-glu(7)[c]	0.56923
10-formyl-THF-glu(7)[m]	0.56923
dihydrofolate[m]	0.56923
heptaglutamyl-folate(DHF)[c]	0.56923
heptaglutamyl-folate(DHF)[m]	0.56923
heptaglutamyl-folate(THF)[c]	0.56923
heptaglutamyl-folate(THF)[m]	0.56923
phosphatidylinositol-4,5-bisphosphate[n]	0.56949
dGTP[c]	0.57038
3-oxodecanoyl-[ACP][c]	0.57041
3-oxododecanoyl-[ACP][c]	0.57041
3-oxohexadecanoyl-[ACP][c]	0.57041
3-oxohexanoyl-[ACP][c]	0.57041
3-oxooctanoyl-[ACP][c]	0.57041
acetoacetyl-[ACP][c]	0.57041
acetyl-[ACP][c]	0.57041
decanoyl-[ACP][c]	0.57041
hexadecanoyl-[ACP][c]	0.57041
hexanoyl-[ACP][c]	0.57041
octanoyl-[ACP][c]	0.57041
G10595[r]	0.57099
15(S)-HETrE[c]	0.57108
13-Docosenoyl-Coenzyme-A[c]	0.57108
15(S)-HETrE[s]	0.57108
L-leucyl-tRNA(leu)[c]	0.57369
tRNA(leu)[c]	0.57369
chondroitin-sulfate-C-(GalNAc6S-GlcA)-proteoglycan[g]	0.574
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-precursor-5b[g]	0.574
(18E)-20-oxo-20-CoA-LTB4[m]	0.57421
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[m]	0.57421
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	0.57421
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	0.57421
(2E)-hexenoyl-CoA[p]	0.57636
dCTP[c]	0.57705
2,6-Dodecadienoyl-Coenzyme-A[m]	0.57712
L-lactate[m]	0.57717
NADP+[p]	0.5775
NADPH[p]	0.5775
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[m]	0.57805
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[m]	0.57805
(6Z,9Z)-octadecadienoyl-CoA[m]	0.57805
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[m]	0.57805
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[m]	0.57805
linolenoyl-CoA[m]	0.57805
succinate-semialdehyde[m]	0.57965
butyryl-CoA[p]	0.57975
hexanoyl-CoA[p]	0.57975
NH4+[s]	0.5807
UDP-N-acetylglucosamine[r]	0.58169
glucosamine[s]	0.58207
4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r]	0.58213
1-methylnicotinamide[c]	0.58263
GD3[s]	0.58348
L-dopa[s]	0.58395
ADP[s]	0.58487
CMP-N-acetylneuraminate[s]	0.58539
D-gluconic-acid[c]	0.58615
GTP[m]	0.58634
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[p]	0.58692
5-Octenoyl-Coenzyme-A[p]	0.58692
5,8-Tetradecadienoyl-Coenzyme-A[p]	0.58692
5,8,11-Tetradecatrienoyl-Coenzyme-A[p]	0.58692
D-xylulose-5-phosphate[c]	0.58751
retinal[c]	0.58855
retinal[r]	0.58855
2-amino-3-oxoadipate[m]	0.58898
5-aminolevulinate[m]	0.58898
chondroitin-sulfate-A-(GalNAc4S-GlcA)-proteoglycan[s]	0.59119
cytosine[c]	0.59119
cytosine[s]	0.59119
guanine[s]	0.59119
hypoxanthine[s]	0.59119
thymine[s]	0.59119
uracil[s]	0.59119
malonyl-CoA[r]	0.59155
10,11-dihydro-12-oxo-LTB4[c]	0.59232
10,11-dihydro-12-oxo-LTB4[m]	0.59232
10,11-dihydro-12-oxo-LTB4[p]	0.59232
12(S)-HETE[c]	0.59232
12-hetre[c]	0.59232
Chenodeoxyglycocholoyl-Coenzyme-A[p]	0.59251
chondroitin-sulfate-B-(IdoA2S-GalNAc4S),-precursor-4[g]	0.59291
2-methoxy-6-all-trans-decaprenyl-2-methoxy-1,4-benzoquinol[m]	0.59319
hexacosenoyl-CoA[p]	0.5937
stearoyl-CoA[p]	0.5937
cob(II)alamin[c]	0.5942
aspartate[s]	0.59432
uridine[s]	0.59517
NAD+[p]	0.59695
NADH[p]	0.59695
PRPP[s]	0.59799
methylmalonate[m]	0.59807
glycine[c]	0.59816
11-cis-retinol[c]	0.59899
11,12-EET[c]	0.6002
14,15-EET[c]	0.6002
methionine[c]	0.60032
emgacpail-heparan-sulfate[r]	0.60312
Pi[l]	0.6036
nicotinamide-ribonucleoside[c]	0.60419
PI-pool[n]	0.60434
3-hydroxyisobutyryl-CoA[m]	0.60501
biotinyl-5-AMP[c]	0.60509
GM1[c]	0.60535
ribulose-5-phosphate[r]	0.60541
2-Hydroxy-3-Methyl-Valerate[c]	0.60567
2-Hydroxy-Isovalerate[c]	0.60567
20-COOH-LTB4[c]	0.6062
20-COOH-LTB4[m]	0.6062
ceramide-pool[l]	0.60741
Pi[r]	0.60788
UDP-N-acetyl-D-galactosamine[c]	0.60831
NH4+[c]	0.60849
